Horodateur,Âge,Genre,Quel est votre code postal ?,Occupation,Faites vous du vélo ?,Pour quels motifs ?,Possédez vous votre vélo ?,Quel type de vélo utilisez vous ?,Quel est votre type de vélo ?,1. Comment noteriez vous cette route ?,2. Comment noteriez vous cette route ?,3. Comment noteriez vous cette route ?,4. Comment noteriez vous cette route ?,5. Comment noteriez vous cette route ?,6. Comment noteriez vous cette route ?,7. Comment noteriez vous cette route ?,8. Comment noteriez vous cette route ?,9. Comment noteriez vous cette route ?,10. Comment noteriez vous cette route ?,11. Comment noteriez vous cette route ?,12. Comment noteriez vous cette route ?,13. Comment noteriez vous cette route ?,14. Comment noteriez vous cette route ?,15. Comment noteriez vous cette route ?,16. Comment noteriez vous cette route ?,17. Comment noteriez vous cette route ?,1 [Plus important],1 [Moins important],2 [Plus important],2 [Moins important],3 [Plus important],3 [Moins important],4 [Plus important],4 [Moins important],5 [Plus important],5 [Moins important],6 [Plus important],6 [Moins important],7 [Plus important],7 [Moins important],8 [Plus important],8 [Moins important],9 [Plus important],9 [Moins important],10 [Plus important],10 [Moins important],Avez vous des remarques concernant les aménagements cyclables et sur votre pratique (ou non) du vélo en ville ? (que changeriez vous et pourquoi ? avez vous déjà été impliqué dans des situation dangereuses ?)
18/07/2025 09:23:15,50 à 64 ans,Femme,69100,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,,Oui,Vélo personnel musculaire,Vélo de ville (type Hollandais),5,5,4,4,4,5,1,4,4,3,5,3,5,3,3,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,"sources de dangers : 
1. les automobilistes qui n'utilisent pas leurs clignotants : impossible de s'adapter/surprise
2. les sorties de parking/lotissement : les véhicules avancent généralement beaucoup sur le trottoir, jusqu'à la chaussée sans marquer les deux temps d'arrêts nécessaires (le premier par rapport aux piétons, le deuxième par rapport à la bande cyclable)

le tracé à contre-sens du flot de véhicules est quelque chose que je trouve bien (bonne visibilité, possibilité d'anticiper); même si je pense que les avis sont partagés

par contre, partager sa voie avec les bus me semble dangereux

je ne retiens pas la pente comme critère premier car si celle-ci est un problème, je descends de vélo (et donc bascule piéton)

Merci pour ce travail"
18/07/2025 09:51:54,18 à 24 ans,Femme,69120,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,Vélo en libre service électrique,,5,5,4,3,5,3,3,3,5,3,5,2,2,2,2,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
18/07/2025 09:55:42,18 à 24 ans,Femme,69100,Étudiant·e·s,Tous les jours ou presque,Loisir,Oui,Vélo personnel musculaire,VTT,5,4,4,2,4,5,2,3,5,3,5,1,3,4,3,1,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 10:02:10,18 à 24 ans,Femme,69120,Étudiant·e·s,Moins d'une fois par mois,Domicile - Travail,Non,Vélo en libre service musculaire,Vélo de ville (type Hollandais),5,4,3,2,4,4,2,2,3,3,5,1,2,1,3,2,4,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 10:13:58,18 à 24 ans,Femme,69006,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Oui,Vélo en libre service musculaire,Vélo de ville (type Hollandais),5,4,4,3,5,3,3,4,4,4,5,3,4,3,3,3,5,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,
18/07/2025 10:46:19,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Oui,"Vélo personnel musculaire, Vélo en libre service musculaire","VTT, Vélo de ville (type Hollandais)",5,4,3,4,3,3,2,4,4,4,5,4,5,3,3,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",
18/07/2025 10:47:30,35 à 49 ans,Homme,69100,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,"Vélo de Route, VTT",5,4,2,1,5,2,1,1,4,2,4,2,2,3,2,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 10:55:18,50 à 64 ans,Homme,59560,"Cadres, professions intellectuelles supérieures",Une ou plusieurs fois par semaine,Loisir,Oui,Vélo personnel musculaire,"Vélo de Route, VTT",4,4,2,2,3,4,3,2,4,2,3,1,2,2,2,3,3,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,
18/07/2025 11:13:00,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,"Rentrée post soirées, sport, pour aller ou revenir de Lyon et se déplacer dans Lyon. ",Oui,"Vélo en libre service musculaire, Vélo en libre service électrique","VTT, Vélo de ville (type Hollandais)",4,4,4,4,5,4,3,3,4,3,5,3,4,4,4,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,
18/07/2025 11:27:13,18 à 24 ans,Homme,75012,Étudiant·e·s,Moins d'une fois par mois,Loisir,Oui,Vélo personnel musculaire,VTT,5,5,4,3,4,1,1,3,3,2,5,1,2,2,2,1,4,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
18/07/2025 11:44:55,18 à 24 ans,Femme,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,Loisir,Oui,Vélo personnel musculaire,Vélo de ville (type Hollandais),4,5,3,3,4,4,1,2,5,3,5,1,1,1,1,1,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Les pistes cyclables entre route et stationnement créneaux dangereux car les personnes ouvrent les portières sans regarder plusieurs fois faillit foncer dedans. Les pistes cyclables entre l’espace piétons et arrêt de bus non pratique car les piétons attendent sur la piste cyclable et quand il y a un terre plein qui séparer piéton et vélo c’est dangereux 
18/07/2025 12:01:00,18 à 24 ans,Femme,35000,Étudiant·e·s,Une ou plusieurs fois par mois,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo personnel électrique",Vélo de ville (type Hollandais),4,4,3,2,3,5,3,3,3,3,5,3,2,3,3,3,4,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 12:29:21,50 à 64 ans,Homme,69100,"Cadres, professions intellectuelles supérieures",Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,VTT,4,4,2,3,4,5,1,3,3,2,3,3,2,3,3,4,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Il est un peu difficile dans l'évaluation, de dissocier l'aménagement de sa densité d'usage : quand le trafic est important, une infrastructure même bien conçue peut devenir nettement moins agréable. D'où la nécessité notamment de ne pas concevoir des bandes / pistes trop étroites.  "
